lake,year,season,doy,taxon,group,biomass_g,density.areal,type
105,2019,spring,169,Keratella.cochlearis,Rotifer,1.3199131730000001e-9,3539.823008849558,zoop
105,2019,summer,191,Daphnia,Daphnia,2.129958555320578e-5,21592.920353982296,zoop
105,2019,summer,191,Calanoida,Calanoid,2.905953193778659e-6,80973.45132743362,zoop
105,2019,summer,191,Nauplii,Nauplii,3.333989653378761e-7,5398.230088495574,zoop
105,2019,summer,205,Daphnia,Daphnia,3.312269016632273e-6,21982.30088495575,zoop
105,2019,summer,205,Calanoida,Calanoid,2.8031054742919075e-6,51292.03539823009,zoop
105,2019,summer,205,Cyclopoida,Cyclopoid,2.164146215872345e-6,7327.433628318583,zoop
105,2019,summer,205,Nauplii,Nauplii,4.2173308737946513e-7,29309.734513274332,zoop
105,2019,summer,219,Ceriodaphnia,Ceriodaphnia,1.3396777376486488e-6,18274.33628318584,zoop
105,2019,summer,219,Daphnia,Daphnia,5.9581077050060885e-6,62654.86725663717,zoop
105,2019,summer,219,Calanoida,Calanoid,3.4004962693715953e-6,67876.10619469026,zoop
105,2019,summer,219,Nauplii,Nauplii,1.1019639460774332e-7,18274.33628318584,zoop
105,2020,spring,149,Daphnia,Daphnia,1.0965057011541158e-5,2199.747155499368,zoop
105,2020,spring,149,Calanoida,Calanoid,4.26707129481265e-6,8065.739570164349,zoop
105,2020,spring,149,Cyclopoida,Cyclopoid,1.2384450974526676e-6,1466.4981036662452,zoop
105,2020,spring,149,Nauplii,Nauplii,1.9272888321768197e-7,26396.965865992413,zoop
105,2020,spring,149,Brachionus,Rotifer,3.3635153664e-8,2199.747155499368,zoop
105,2020,spring,149,Keratella.cochlearis,Rotifer,3.817165085600001e-9,7332.490518331228,zoop
105,2020,spring,161,Daphnia,Daphnia,4.338140941832731e-6,6460.176991150443,zoop
105,2020,spring,161,Calanoida,Calanoid,1.7632120920515715e-6,40376.10619469027,zoop
105,2020,spring,161,Cyclopoida,Cyclopoid,1.4017180274282748e-6,16150.442477876106,zoop
105,2020,spring,161,Nauplii,Nauplii,2.1114875043440482e-7,30685.84070796461,zoop
105,2020,spring,161,Keratella.cochlearis,Rotifer,4.1188824185e-9,6460.176991150443,zoop
105,2020,spring,178,Daphnia,Daphnia,1.7462478265081154e-5,13038.348082595876,zoop
105,2020,spring,178,Calanoida,Calanoid,5.934389065011441e-6,20058.9970501475,zoop
105,2020,spring,178,Cyclopoida,Cyclopoid,6.529812370156268e-6,21061.946902654872,zoop
105,2020,spring,178,Nauplii,Nauplii,2.600754760042205e-7,12035.398230088496,zoop
105,2020,summer,189,Daphnia,Daphnia,1.459978505515925e-6,23849.557522123894,zoop
105,2020,summer,189,Calanoida,Calanoid,2.2535236887031734e-6,15899.705014749263,zoop
105,2020,summer,189,Nauplii,Nauplii,3.385503652580393e-7,2168.1415929203545,zoop
105,2020,summer,202,Chydorus,Chydorid,1.3222996527461425e-6,8900.126422250316,zoop
105,2020,summer,202,Daphnia,Daphnia,3.862351174235923e-6,2225.031605562579,zoop
105,2020,summer,202,Calanoida,Calanoid,2.968092360110485e-6,23362.831858407077,zoop
105,2020,summer,202,Cyclopoida,Cyclopoid,2.1009857367796606e-6,23362.831858407077,zoop
105,2020,summer,202,Nauplii,Nauplii,2.3478870203341379e-7,7787.610619469027,zoop
105,2020,summer,213,Chydorus,Chydorid,8.716203523264886e-7,91592.92035398232,zoop
105,2020,summer,213,Calanoida,Calanoid,4.190308563846606e-6,73274.33628318585,zoop
105,2020,summer,213,Cyclopoida,Cyclopoid,1.381338407849148e-6,12212.389380530974,zoop
105,2020,summer,213,Nauplii,Nauplii,1.5014454316706262e-7,170973.45132743366,zoop
105,2020,summer,213,Brachionus,Rotifer,1.8815549635199996e-8,61061.94690265486,zoop
105,2020,summer,213,Filinia,Rotifer,1.83952649023e-8,91592.92035398232,zoop
105,2020,summer,213,Keratella.cochlearis,Rotifer,3.965911865599999e-9,201504.42477876105,zoop
105,2020,summer,224,Chydorus,Chydorid,1.4923508103605696e-6,37610.619469026555,zoop
105,2020,summer,224,Calanoida,Calanoid,5.502306764887221e-6,52654.867256637175,zoop
105,2020,summer,224,Cyclopoida,Cyclopoid,2.1412266449703034e-6,67699.11504424778,zoop
105,2020,summer,224,Nauplii,Nauplii,1.5142513077372208e-7,300884.95575221244,zoop
105,2020,summer,224,Asplanchna,Rotifer,4.3591385677928397e-7,37610.619469026555,zoop
105,2020,summer,224,Brachionus,Rotifer,2.5210474535999998e-8,75221.23893805311,zoop
105,2020,summer,224,Filinia,Rotifer,2.4496502446288886e-8,67699.11504424778,zoop
105,2020,summer,224,Keratella.cochlearis,Rotifer,3.477337438117647e-9,127876.10619469026,zoop
105,2020,summer,224,Polyarthra,Rotifer,4.835036280200001e-8,30088.495575221245,zoop
105,2018,summer,200,Bivalvia,Bivalvia,4.79495813553943e-4,65.217391305,miv
105,2018,summer,200,Ceratopogonidae,Diptera,8.200836943102255e-4,86.956521735,miv
105,2018,summer,200,Chironomidae,Chironomidae,3.173560987987872e-4,449.27536232222224,miv
105,2018,summer,200,Corbiculidae,Bivalvia,2.0496115476784674e-4,173.9130435,miv
105,2018,summer,200,Diptera,Diptera,0.0025134328372503818,43.47826087,miv
105,2018,summer,200,Ephemeroptera,Ephemeroptera,0.002982826744495759,43.47826087,miv
105,2018,summer,200,Hydropsychidae,Trichoptera,2.3399007914354285e-4,43.47826087,miv
105,2018,summer,200,Molannidae,Trichoptera,6.580923842073812e-4,43.47826087,miv
105,2018,summer,200,Oligochaeta,Worm,0.009976938718529227,246.3768115722222,miv
105,2018,summer,200,Planorbidae,Gastropoda,0.004084518422198184,108.6956521675,miv
105,2018,summer,200,Sialidae,Megaloptera,0.0020267379180170827,130.434782585,miv
105,2018,summer,200,Sphaeriidae,Bivalvia,5.384635318008228e-5,43.47826087,miv
105,2018,summer,200,Trichoptera,Trichoptera,0.004454102732349866,43.47826087,miv
105,2018,summer,200,Unionidae,Bivalvia,3.084409901227329e-4,130.4347826,miv
105,2019,summer,200,Ceratopogonidae,Diptera,5.302541847457856e-4,38.461538462,miv
105,2019,summer,200,Chironomidae,Chironomidae,5.792648934905528e-4,74.5192307575,miv
105,2019,summer,200,Ephemeridae,Ephemeroptera,0.01809762824290536,9.615384615,miv
105,2019,summer,200,Ephemeroptera,Ephemeroptera,0.0037231918292171253,9.615384615,miv
105,2019,summer,200,Oligochaeta,Worm,0.004074029264362417,51.923076924,miv
105,2019,summer,200,Planorbidae,Gastropoda,0.004084518422198184,269.2307692,miv
105,2019,summer,200,Sialidae,Megaloptera,0.0015275722463574252,19.23076923,miv
105,2019,summer,200,Sphaeriidae,Bivalvia,7.427790357234521e-5,33.653846155,miv
105,2020,summer,200,Ceratopogonidae,Diptera,9.850558202516087e-4,11.53846154,miv
105,2020,summer,200,Chironomidae,Chironomidae,2.0037986707132456e-4,180.76923076,miv
105,2020,summer,200,Gammaridae,Isopoda,2.1505105209285175e-4,15.384615383,miv
105,2020,summer,200,Hirudinea,Worm,0.0031871536779218904,11.53846154,miv
105,2020,summer,200,Oligochaeta,Worm,0.025494440849310008,17.307692308,miv
105,2020,summer,200,Physidae,Gastropoda,0.0017680043676970918,3.846153846,miv
105,2020,summer,200,Sialidae,Megaloptera,6.969701421521343e-4,34.61538462,miv
105,2020,summer,200,Sphaeriidae,Bivalvia,1.605905613794956e-4,67.30769229,miv
113,2018,spring,136,Daphnia,Daphnia,2.2237466429220106e-6,31415.929203539825,zoop
113,2018,spring,136,Calanoida,Calanoid,3.628689182697884e-6,56548.67256637168,zoop
113,2018,spring,136,Cyclopoida,Cyclopoid,7.504262268982839e-7,25132.743362831858,zoop
113,2018,spring,136,Nauplii,Nauplii,1.974979765961791e-7,37699.11504424778,zoop
113,2018,spring,136,Anuraeopsis,Rotifer,4.3334366145e-9,12566.371681415929,zoop
113,2018,spring,136,Keratella.cochlearis,Rotifer,2.2526598572000004e-9,245044.2477876106,zoop
113,2018,spring,136,Keratella.quadrata,Rotifer,1.10609249421e-7,25132.743362831858,zoop
113,2018,spring,151,Daphnia,Daphnia,1.1146458675593032e-6,29469.026548672562,zoop
113,2018,spring,151,Calanoida,Calanoid,3.91452947112798e-6,127699.11504424778,zoop
113,2018,spring,151,Cyclopoida,Cyclopoid,1.551246319875227e-6,42566.37168141593,zoop
113,2018,spring,151,Nauplii,Nauplii,1.7517704272265844e-7,137522.12389380528,zoop
113,2018,spring,151,Keratella.cochlearis,Rotifer,9.3404240825e-10,26194.690265486723,zoop
113,2018,spring,164,Daphnia,Daphnia,4.885879804966066e-6,12610.619469026551,zoop
113,2018,spring,164,Calanoida,Calanoid,6.586018098992204e-6,78185.84070796461,zoop
113,2018,spring,164,Cyclopoida,Cyclopoid,6.277663442642684e-6,20176.99115044248,zoop
113,2018,spring,164,Nauplii,Nauplii,1.2329230149079969e-7,40353.98230088496,zoop
113,2018,spring,179,Daphnia,Daphnia,6.054043850347919e-6,83716.81415929204,zoop
113,2018,spring,179,Calanoida,Calanoid,2.794003454086947e-6,273982.30088495574,zoop
113,2018,spring,179,Cyclopoida,Cyclopoid,1.0706255734538137e-6,60884.955752212394,zoop
113,2018,spring,179,Nauplii,Nauplii,2.3924889093077944e-7,875221.238938053,zoop
113,2018,spring,179,Ascomorpha,Rotifer,7.985749385999997e-9,30442.477876106197,zoop
113,2018,spring,179,Brachionus,Rotifer,2.535509912544e-8,1643893.8053097343,zoop
113,2018,spring,179,Keratella.cochlearis,Rotifer,1.6272841837600003e-9,761061.9469026548,zoop
113,2018,spring,179,Polyarthra,Rotifer,3.1059558264000006e-8,38053.097345132745,zoop
113,2018,spring,179,Pompholyx,Rotifer,1.6070640363333337e-8,68495.57522123893,zoop
113,2018,summer,192,Daphnia,Daphnia,8.766207160503528e-7,14513.27433628319,zoop
113,2018,summer,192,Diaphanosoma,Lg.Cladocera,8.182383286127917e-7,7256.637168141595,zoop
113,2018,summer,192,Calanoida,Calanoid,3.6530810249831312e-6,228584.07079646023,zoop
113,2018,summer,192,Cyclopoida,Cyclopoid,1.8478525786622305e-6,21769.91150442478,zoop
113,2018,summer,192,Nauplii,Nauplii,1.6566647350811452e-7,159646.0176991151,zoop
113,2018,summer,192,Keratella.cochlearis,Rotifer,1.0069245986666666e-9,21769.91150442478,zoop
113,2018,summer,206,Calanoida,Calanoid,3.9878249808036426e-6,92389.38053097346,zoop
113,2018,summer,206,Cyclopoida,Cyclopoid,1.4874999032751122e-6,46194.69026548673,zoop
113,2018,summer,206,Nauplii,Nauplii,2.3431641586439656e-7,215575.22123893807,zoop
113,2018,summer,206,Conochilus,Rotifer,2.20738389408e-6,400353.98230088496,zoop
113,2018,summer,206,Polyarthra,Rotifer,3.143070526400001e-8,25663.716814159296,zoop
113,2018,summer,220,Calanoida,Calanoid,1.960419561066538e-6,16283.185840707965,zoop
113,2018,summer,220,Nauplii,Nauplii,2.5517073148291363e-7,136371.6814159292,zoop
113,2018,summer,220,Keratella.cochlearis,Rotifer,1.5202202044e-9,10176.991150442478,zoop
113,2018,summer,220,Polyarthra,Rotifer,2.1735117728000003e-8,28495.57522123894,zoop
113,2019,spring,149,Bosmina,Bosmina,5.315355625066654e-7,14070.796460176989,zoop
113,2019,spring,149,Calanoida,Calanoid,3.301613164953349e-6,60973.45132743362,zoop
113,2019,spring,149,Cyclopoida,Cyclopoid,1.3563314778570764e-6,9380.530973451328,zoop
113,2019,spring,149,Nauplii,Nauplii,9.014823141984048e-8,63318.58407079645,zoop
113,2019,spring,149,Keratella.cochlearis,Rotifer,4.4249103452e-9,11725.66371681416,zoop
113,2019,spring,162,Daphnia,Daphnia,4.300825128948616e-6,55486.725663716825,zoop
113,2019,spring,162,Diaphanosoma,Lg.Cladocera,8.041377097434972e-7,5840.707964601772,zoop
113,2019,spring,162,Calanoida,Calanoid,3.960064502901468e-6,75929.20353982302,zoop
113,2019,spring,162,Cyclopoida,Cyclopoid,1.946353436847462e-6,8761.061946902655,zoop
113,2019,spring,162,Nauplii,Nauplii,1.0356994519058992e-7,154778.76106194692,zoop
113,2019,spring,162,Keratella.cochlearis,Rotifer,1.177181168e-9,14601.769911504427,zoop
113,2019,spring,162,Keratella.quadrata,Rotifer,7.0959306726e-8,8761.061946902655,zoop
113,2019,spring,177,Daphnia,Daphnia,2.4097615018308297e-5,4513.274336283185,zoop
113,2019,spring,177,Calanoida,Calanoid,5.539790890873882e-6,40619.46902654867,zoop
113,2019,spring,177,Cyclopoida,Cyclopoid,9.59461720327178e-6,4513.274336283185,zoop
113,2019,spring,177,Nauplii,Nauplii,1.0755423717102185e-7,85752.21238938053,zoop
113,2019,summer,197,Calanoida,Calanoid,4.661696993112224e-6,7964.6017699115055,zoop
113,2019,summer,197,Nauplii,Nauplii,1.9926442804259368e-7,75663.7168141593,zoop
113,2019,summer,197,Brachionus,Rotifer,4.3113656795999994e-8,7964.6017699115055,zoop
113,2019,summer,197,Keratella.cochlearis,Rotifer,8.742857414000002e-10,39823.008849557526,zoop
113,2019,summer,197,Polyarthra,Rotifer,4.575072281054546e-8,87610.61946902657,zoop
113,2019,summer,225,Nauplii,Nauplii,1.3752422388618064e-7,73097.34513274337,zoop
113,2019,summer,225,Brachionus,Rotifer,2.187521022816e-8,250619.46902654864,zoop
113,2019,summer,225,Pompholyx,Rotifer,1.05927e-8,10442.477876106193,zoop
113,2020,spring,148,Daphnia,Daphnia,1.817113456312699e-5,5973.451327433627,zoop
113,2020,spring,148,Cyclopoida,Cyclopoid,3.2046232742463105e-6,2389.3805309734516,zoop
113,2020,spring,148,Nauplii,Nauplii,1.5590645348504206e-7,7168.141592920354,zoop
113,2020,spring,148,Keratella.cochlearis,Rotifer,5.770654405920001e-9,11150.442477876106,zoop
113,2020,spring,164,Chydorus,Chydorid,1.7380930115855707e-6,15575.221238938057,zoop
113,2020,spring,164,Daphnia,Daphnia,2.172686906224555e-6,3893.805309734514,zoop
113,2020,spring,164,Calanoida,Calanoid,2.734498673534698e-6,20766.96165191741,zoop
113,2020,spring,164,Cyclopoida,Cyclopoid,2.2213085989474054e-6,19469.026548672566,zoop
113,2020,spring,164,Nauplii,Nauplii,1.5306550971950234e-7,14277.286135693219,zoop
113,2020,spring,164,Polyarthra,Rotifer,2.0257845930000002e-8,5191.740412979352,zoop
113,2020,spring,175,Daphnia,Daphnia,1.5258078159107533e-5,4274.336283185841,zoop
113,2020,spring,175,Calanoida,Calanoid,7.452303733654803e-6,4274.336283185841,zoop
113,2020,spring,175,Cyclopoida,Cyclopoid,1.6163452669294653e-6,6716.8141592920365,zoop
113,2020,spring,175,Nauplii,Nauplii,2.0609055251438112e-7,22592.92035398231,zoop
113,2020,summer,192,Cyclopoida,Cyclopoid,2.8399419261759118e-6,7831.858407079647,zoop
113,2020,summer,192,Nauplii,Nauplii,1.2667856537886135e-7,49601.76991150443,zoop
113,2020,summer,192,Brachionus,Rotifer,2.2907116784640003e-8,138362.8318584071,zoop
113,2020,summer,192,Filinia,Rotifer,1.9805290865100002e-8,28716.814159292036,zoop
113,2020,summer,192,Keratella.cochlearis,Rotifer,3.930214194133333e-9,39159.29203539823,zoop
113,2020,summer,192,Polyarthra,Rotifer,3.732492423200001e-8,36548.672566371686,zoop
113,2020,summer,205,Calanoida,Calanoid,5.345703956740461e-7,5309.734513274337,zoop
113,2020,summer,205,Nauplii,Nauplii,1.9948415031200456e-7,27433.628318584073,zoop
113,2020,summer,205,Keratella.cochlearis,Rotifer,1.2615961179999999e-9,4424.778761061947,zoop
113,2020,summer,205,Lecane,Rotifer,2.879143016666666e-8,15929.20353982301,zoop
113,2020,spring,141,Daphnia,Daphnia,2.560271994472648e-6,72114.274721046575,zoop
113,2020,spring,141,Calanoida,Calanoid,5.701041014776642e-6,8241.631396691035,zoop
113,2020,spring,141,Cyclopoida,Cyclopoid,7.272976855601268e-7,24724.894190073108,zoop
113,2020,spring,141,Nauplii,Nauplii,1.2290268980953187e-7,14422.854944209314,zoop
113,2020,spring,141,Keratella.cochlearis,Rotifer,1.0901582905000002e-9,16483.26279338207,zoop
113,2020,summer,190,Calanoida,Calanoid,2.3658631429864736e-6,20961.651917404128,zoop
113,2020,summer,190,Nauplii,Nauplii,1.4831380148075875e-7,34300.884955752204,zoop
113,2020,summer,190,Keratella.cochlearis,Rotifer,1.25458131e-9,102902.65486725664,zoop
113,2020,summer,190,Polyarthra,Rotifer,1.6585157372000006e-8,26678.466076696164,zoop
113,2018,summer,200,Ceratopogonidae,Diptera,0.001157969419151237,173.91304344666668,miv
113,2018,summer,200,Chironomidae,Chironomidae,5.054929970909505e-4,2304.34782619,miv
113,2018,summer,200,Ephydridae,Diptera,4.682716533795744e-4,86.95652174,miv
113,2018,summer,200,Gammaridae,Isopoda,9.283573358930335e-5,43.47826087,miv
113,2018,summer,200,Hirudinea,Worm,0.003312234987383803,86.95652174666667,miv
113,2018,summer,200,Oligochaeta,Worm,0.0027042960255389587,788.04347827125,miv
113,2018,summer,200,Physidae,Gastropoda,0.0037774246122525943,43.47826087,miv
113,2018,summer,200,Simuliidae,Diptera,0.029348010262633176,43.47826087,miv
113,2018,summer,200,Sphaeriidae,Bivalvia,0.001009348650042612,86.95652174,miv
113,2018,summer,200,Unionidae,Bivalvia,0.002707724720401347,65.217391305,miv
113,2019,summer,200,Ceratopogonidae,Diptera,0.00136752513115955,76.92307692,miv
113,2019,summer,200,Chironomidae,Chironomidae,2.4763773160421616e-4,201.923076921,miv
113,2019,summer,200,Hirudinea,Worm,0.008742985297190949,48.076923074999996,miv
113,2019,summer,200,Oligochaeta,Worm,0.011529590956817819,284.1880341777778,miv
113,2019,summer,200,Physidae,Gastropoda,0.0037774246122525943,57.69230769,miv
113,2019,summer,200,Planorbidae,Gastropoda,0.002074428177039316,115.3846154,miv
113,2019,summer,200,Sialidae,Megaloptera,9.877651151863828e-4,19.23076923,miv
113,2019,summer,200,Sphaeriidae,Bivalvia,3.8511421976879814e-4,81.730769215,miv
113,2019,summer,200,Trichoptera,Trichoptera,0.007037696267071709,19.23076923,miv
113,2020,summer,200,Chironomidae,Chironomidae,4.367124246223483e-4,199.51923079,miv
113,2020,summer,200,Dreissenidae,Dreissenidae,0.07759754590045867,294.8717949,miv
113,2020,summer,200,Gammaridae,Isopoda,5.355815678785558e-4,6.41025641,miv
113,2020,summer,200,Hirudinea,Worm,0.0060276101422873755,6.41025641,miv
113,2020,summer,200,Oligochaeta,Worm,0.004628118753372359,92.147435905,miv
113,2020,summer,200,Sialidae,Megaloptera,0.004299752772889672,19.23076923,miv
113,2020,summer,200,Sphaeriidae,Bivalvia,0.001477524472747972,56.089743585,miv
113,2020,summer,200,Trichoptera,Trichoptera,0.007102601779111789,9.615384615,miv
12,2018,summer,243,Bosmina,Bosmina,5.036936459316047e-7,159292.0353982301,zoop
12,2018,summer,243,Ceriodaphnia,Ceriodaphnia,1.2330164697256783e-6,938053.097345133,zoop
12,2018,summer,243,Chydorus,Chydorid,1.4899601623809658e-6,159292.0353982301,zoop
12,2018,summer,243,Daphnia,Daphnia,3.412313747879671e-6,176991.15044247787,zoop
12,2018,summer,243,Calanoida,Calanoid,3.23501711331772e-6,35398.230088495584,zoop
12,2018,summer,243,Cyclopoida,Cyclopoid,3.2265746232121014e-6,141592.92035398234,zoop
12,2018,summer,243,Nauplii,Nauplii,1.320567719973816e-7,601769.9115044249,zoop
12,2018,summer,243,Filinia,Rotifer,4.51103727932e-8,35398.230088495584,zoop
12,2018,summer,243,Keratella.cochlearis,Rotifer,1.7544201521600005e-9,1769911.504424779,zoop
12,2018,summer,243,Polyarthra,Rotifer,4.886540805664001e-8,1292035.3982300886,zoop
12,2018,summer,243,Pompholyx,Rotifer,8.344267692857141e-9,123893.80530973453,zoop
12,2020,summer,195,Bosmina,Bosmina,4.572198988058021e-7,248318.58407079647,zoop
12,2020,summer,195,Ceriodaphnia,Ceriodaphnia,1.2967043871109195e-6,647787.6106194691,zoop
12,2020,summer,195,Chydorus,Chydorid,1.6345409781247914e-6,21592.920353982303,zoop
12,2020,summer,195,Daphnia,Daphnia,1.3483709565947033e-6,140353.98230088496,zoop
12,2020,summer,195,Calanoida,Calanoid,4.587469571252418e-6,118761.06194690266,zoop
12,2020,summer,195,Cyclopoida,Cyclopoid,1.4603471166911552e-6,561415.9292035399,zoop
12,2020,summer,195,Nauplii,Nauplii,1.731846247369235e-7,583008.8495575221,zoop
12,2020,summer,195,Brachionus,Rotifer,3.4801984152e-8,53982.300884955745,zoop
12,2020,summer,195,Keratella.cochlearis,Rotifer,7.518300478720001e-9,399469.02654867264,zoop
12,2020,summer,195,Polyarthra,Rotifer,8.725566948224e-8,431858.40707964596,zoop
12,2020,summer,206,Bosmina,Bosmina,5.523572290130488e-7,92920.35398230089,zoop
12,2020,summer,206,Ceriodaphnia,Ceriodaphnia,1.3403875708442707e-6,291150.4424778762,zoop
12,2020,summer,206,Chydorus,Chydorid,1.4177772507844305e-6,12389.380530973453,zoop
12,2020,summer,206,Calanoida,Calanoid,6.385067936457869e-6,55752.21238938054,zoop
12,2020,summer,206,Cyclopoida,Cyclopoid,2.5239500885877317e-6,92920.35398230089,zoop
12,2020,summer,206,Nauplii,Nauplii,1.514765336030472e-7,185840.70796460178,zoop
12,2020,summer,206,Brachionus,Rotifer,2.1270304504e-8,18584.070796460182,zoop
12,2020,summer,206,Keratella.cochlearis,Rotifer,6.98366542928e-9,260176.99115044257,zoop
12,2020,summer,206,Polyarthra,Rotifer,1.1110532458e-7,86725.66371681418,zoop
12,2020,summer,223,Bosmina,Bosmina,3.599530527185096e-7,39646.01769911505,zoop
12,2020,summer,223,Ceriodaphnia,Ceriodaphnia,1.5647400685013648e-6,69380.53097345134,zoop
12,2020,summer,223,Chydorus,Chydorid,1.8021354400004111e-6,19823.008849557526,zoop
12,2020,summer,223,Daphnia,Daphnia,7.024548105673922e-7,29734.513274336292,zoop
12,2020,summer,223,Cyclopoida,Cyclopoid,1.3952829969201988e-6,99115.04424778762,zoop
12,2020,summer,223,Nauplii,Nauplii,1.8671950242203765e-7,317168.1415929204,zoop
12,2020,summer,223,Keratella.cochlearis,Rotifer,5.19932483568e-9,336991.1504424779,zoop
12,2020,summer,223,Polyarthra,Rotifer,5.594435320133334e-8,118938.05309734517,zoop
12,2020,summer,258,Alonella,Chydorid,1.423737663161123e-7,16592.920353982303,zoop
12,2020,summer,258,Bosmina,Bosmina,4.920772513430698e-7,33185.840707964606,zoop
12,2020,summer,258,Ceriodaphnia,Ceriodaphnia,1.911675958276092e-6,55309.73451327434,zoop
12,2020,summer,258,Chydorus,Chydorid,1.1432856956778326e-6,49778.761061946905,zoop
12,2020,summer,258,Cyclopoida,Cyclopoid,1.6133270333925595e-6,121681.41592920353,zoop
12,2020,summer,258,Nauplii,Nauplii,1.406835228285614e-7,176991.15044247793,zoop
12,2020,summer,258,Brachionus,Rotifer,4.1998597523999984e-8,11061.94690265487,zoop
12,2020,summer,258,Keratella.cochlearis,Rotifer,2.6027944295454547e-9,121681.41592920353,zoop
12,2020,summer,258,Polyarthra,Rotifer,6.336965355753845e-8,71902.65486725664,zoop
12,2019,spring,140,Bosmina,Bosmina,7.19500794966674e-7,39646.01769911504,zoop
12,2019,spring,140,Daphnia,Daphnia,1.693993688256034e-6,79292.03539823009,zoop
12,2019,spring,140,Cyclopoida,Cyclopoid,7.320530589668516e-7,178407.0796460177,zoop
12,2019,spring,140,Nauplii,Nauplii,1.511632794332385e-7,94159.29203539823,zoop
12,2019,spring,140,Keratella.cochlearis,Rotifer,2.8957070225e-9,99115.04424778763,zoop
12,2019,summer,189,Bosmina,Bosmina,7.109857066260522e-7,271504.42477876105,zoop
12,2019,summer,189,Daphnia,Daphnia,1.4666429477225506e-6,46017.699115044255,zoop
12,2019,summer,189,Calanoida,Calanoid,7.292122104194577e-6,36814.159292035394,zoop
12,2019,summer,189,Cyclopoida,Cyclopoid,3.98015473253581e-6,197876.10619469025,zoop
12,2019,summer,189,Nauplii,Nauplii,8.967561551088328e-8,239292.03539823007,zoop
12,2019,summer,189,Asplanchna,Rotifer,6.88312570555545e-7,9203.539823008849,zoop
12,2019,summer,189,Keratella.cochlearis,Rotifer,9.798293514400002e-10,124247.78761061946,zoop
