sampleID,lake,doy,year,season,group,taxon,biomass
P20012195,Blue,195,2020,summer,Rotifer,Lecane,0
P20012195,Blue,195,2020,summer,Rotifer,Lepadella,0
P20012195,Blue,195,2020,summer,Rotifer,Macrochaetus,0
P20012195,Blue,195,2020,summer,Rotifer,Monostyla,0
P20012195,Blue,195,2020,summer,Rotifer,Mytilina,0
P20012195,Blue,195,2020,summer,Rotifer,Notholca,0
P20012195,Blue,195,2020,summer,Rotifer,Platyias,0
P20012195,Blue,195,2020,summer,Rotifer,Ploesoma,0
P20012195,Blue,195,2020,summer,Rotifer,Polyarthra,37.68209443
P20012195,Blue,195,2020,summer,Rotifer,Pompholyx,0.079846139
P20012195,Blue,195,2020,summer,Rotifer,Synchaeta,0
P20012195,Blue,195,2020,summer,Rotifer,Testudinella,0
P20012195,Blue,195,2020,summer,Rotifer,Trichocerca,0
P20012195,Blue,195,2020,summer,Rotifer,Trichotria,0
P20012206,Blue,206,2020,summer,Cladocera,Alona,0
P20012206,Blue,206,2020,summer,Cladocera,Alonella,0
P20012206,Blue,206,2020,summer,Cladocera,Bosmina,51.32522924
P20012206,Blue,206,2020,summer,Cladocera,Camptocercus,0
P20012206,Blue,206,2020,summer,Cladocera,Ceriodaphnia,390.2544343
P20012206,Blue,206,2020,summer,Cladocera,Chydorus,17.56538187
P20012206,Blue,206,2020,summer,Cladocera,Daphnia,0
P20012206,Blue,206,2020,summer,Cladocera,Daphnia.lumholtzi,0
P20012206,Blue,206,2020,summer,Cladocera,Diaphanosoma,0
P20012206,Blue,206,2020,summer,Cladocera,Graptoleberis,0
P20012206,Blue,206,2020,summer,Cladocera,Leptodora,0
P20012206,Blue,206,2020,summer,Cladocera,Moina,0
P20012206,Blue,206,2020,summer,Cladocera,Pleuroxus,0
P20012206,Blue,206,2020,summer,Cladocera,Scapholeberis,0
P20012206,Blue,206,2020,summer,Cladocera,Simocephalus,0
P20012206,Blue,206,2020,summer,Calanoid,Calanoida,355.9816637
P20012206,Blue,206,2020,summer,Cyclopoid,Cyclopoida,234.5263357
P20012206,Blue,206,2020,summer,Nauplii,Nauplii,28.15050624
P20012206,Blue,206,2020,summer,Rotifer,Anuraeopsis,0
P20012206,Blue,206,2020,summer,Rotifer,Ascomorpha,0
P20012206,Blue,206,2020,summer,Rotifer,Asplanchna,0
P20012206,Blue,206,2020,summer,Rotifer,Asplanchnopus,0
P20012206,Blue,206,2020,summer,Rotifer,Brachionus,0.395288845
P20012206,Blue,206,2020,summer,Rotifer,Conochilus,0
P20012206,Blue,206,2020,summer,Rotifer,Euchlanis,0
P20012206,Blue,206,2020,summer,Rotifer,Filinia,0
P20012206,Blue,206,2020,summer,Rotifer,Gastropus,0
P20012206,Blue,206,2020,summer,Rotifer,Hexarthra,0
P20012206,Blue,206,2020,summer,Rotifer,Kellicottia,0
P20012206,Blue,206,2020,summer,Rotifer,Keratella.cochlearis,1.816989059
P20012206,Blue,206,2020,summer,Rotifer,Keratella.quadrata,0
P20012206,Blue,206,2020,summer,Rotifer,Lecane,0
P20012206,Blue,206,2020,summer,Rotifer,Lepadella,0
P20012206,Blue,206,2020,summer,Rotifer,Macrochaetus,0
P20012206,Blue,206,2020,summer,Rotifer,Monostyla,0
P20012206,Blue,206,2020,summer,Rotifer,Mytilina,0
P20012206,Blue,206,2020,summer,Rotifer,Notholca,0
P20012206,Blue,206,2020,summer,Rotifer,Platyias,0
P20012206,Blue,206,2020,summer,Rotifer,Ploesoma,0
P20012206,Blue,206,2020,summer,Rotifer,Polyarthra,9.635683017
P20012206,Blue,206,2020,summer,Rotifer,Pompholyx,0
P20012206,Blue,206,2020,summer,Rotifer,Synchaeta,0
P20012206,Blue,206,2020,summer,Rotifer,Testudinella,0
P20012206,Blue,206,2020,summer,Rotifer,Trichocerca,0
P20012206,Blue,206,2020,summer,Rotifer,Trichotria,0
P20012223,Blue,223,2020,summer,Cladocera,Alona,0
P20012223,Blue,223,2020,summer,Cladocera,Alonella,0
P20012223,Blue,223,2020,summer,Cladocera,Bosmina,14.2707051
P20012223,Blue,223,2020,summer,Cladocera,Camptocercus,0
P20012223,Blue,223,2020,summer,Cladocera,Ceriodaphnia,108.5624968
P20012223,Blue,223,2020,summer,Cladocera,Chydorus,35.72374678
P20012223,Blue,223,2020,summer,Cladocera,Daphnia,20.88715189
P20012223,Blue,223,2020,summer,Cladocera,Daphnia.lumholtzi,0
P20012223,Blue,223,2020,summer,Cladocera,Diaphanosoma,0
P20012223,Blue,223,2020,summer,Cladocera,Graptoleberis,0
P20012223,Blue,223,2020,summer,Cladocera,Leptodora,0
P20012223,Blue,223,2020,summer,Cladocera,Moina,0
P20012223,Blue,223,2020,summer,Cladocera,Pleuroxus,0
P20012223,Blue,223,2020,summer,Cladocera,Scapholeberis,0
P20012223,Blue,223,2020,summer,Cladocera,Simocephalus,0
P20012223,Blue,223,2020,summer,Calanoid,Calanoida,0
P20012223,Blue,223,2020,summer,Cyclopoid,Cyclopoida,138.293536
P20012223,Blue,223,2020,summer,Nauplii,Nauplii,59.22147758
P20012223,Blue,223,2020,summer,Rotifer,Anuraeopsis,0
P20012223,Blue,223,2020,summer,Rotifer,Ascomorpha,0
P20012223,Blue,223,2020,summer,Rotifer,Asplanchna,0
P20012223,Blue,223,2020,summer,Rotifer,Asplanchnopus,0
P20012223,Blue,223,2020,summer,Rotifer,Brachionus,0.280915552
P20012223,Blue,223,2020,summer,Rotifer,Conochilus,0
P20012223,Blue,223,2020,summer,Rotifer,Euchlanis,0
P20012223,Blue,223,2020,summer,Rotifer,Filinia,0
P20012223,Blue,223,2020,summer,Rotifer,Gastropus,0
P20012223,Blue,223,2020,summer,Rotifer,Hexarthra,0
P20012223,Blue,223,2020,summer,Rotifer,Kellicottia,0
P20012223,Blue,223,2020,summer,Rotifer,Keratella.cochlearis,1.752126458
P20012223,Blue,223,2020,summer,Rotifer,Keratella.quadrata,0
P20012223,Blue,223,2020,summer,Rotifer,Lecane,0
P20012223,Blue,223,2020,summer,Rotifer,Lepadella,0
P20012223,Blue,223,2020,summer,Rotifer,Macrochaetus,0
P20012223,Blue,223,2020,summer,Rotifer,Monostyla,0
P20012223,Blue,223,2020,summer,Rotifer,Mytilina,0
P20012223,Blue,223,2020,summer,Rotifer,Notholca,0
P20012223,Blue,223,2020,summer,Rotifer,Platyias,0
P20012223,Blue,223,2020,summer,Rotifer,Ploesoma,0
P20012223,Blue,223,2020,summer,Rotifer,Polyarthra,6.653912452
P20012223,Blue,223,2020,summer,Rotifer,Pompholyx,0
P20012223,Blue,223,2020,summer,Rotifer,Synchaeta,0
P20012223,Blue,223,2020,summer,Rotifer,Testudinella,0
P20012223,Blue,223,2020,summer,Rotifer,Trichocerca,0
P20012223,Blue,223,2020,summer,Rotifer,Trichotria,0
A18012225010,Blue,225,2018,summer,Cladocera,Alona,1.110209928
A18012225010,Blue,225,2018,summer,Cladocera,Alonella,3.610936769
A18012225010,Blue,225,2018,summer,Cladocera,Bosmina,555.0924042
A18012225010,Blue,225,2018,summer,Rotifer,Brachionus,1.549765729
A18012225010,Blue,225,2018,summer,Calanoid,Calanoida,34.6130844
A18012225010,Blue,225,2018,summer,Cladocera,Ceriodaphnia,175.958714
A18012225010,Blue,225,2018,summer,Rotifer,Conochilus,7.385661687
A18012225010,Blue,225,2018,summer,Cyclopoid,Cyclopoida,84.54389711
A18012225010,Blue,225,2018,summer,Cladocera,Diaphanosoma,5.807672773
A18012225010,Blue,225,2018,summer,Nauplii,Nauplii,18.16393549
A18012225010,Blue,225,2018,summer,Rotifer,Polyarthra,12.57656363
A18012225010,Blue,225,2018,summer,Rotifer,Pompholyx,0.051444503
A19012231004,Blue,231,2019,summer,Rotifer,Keratella.cochlearis,0.189913135
A19012231004,Blue,231,2019,summer,Nauplii,Nauplii,3.714119763
A19012231004,Blue,231,2019,summer,Cladocera,Chydorus,7.041318408
A19012231004,Blue,231,2019,summer,Cladocera,Diaphanosoma,15.8434746
A19012231004,Blue,231,2019,summer,Cladocera,Bosmina,41.23419055
A19012231004,Blue,231,2019,summer,Cladocera,Daphnia,103.118073
A19012231004,Blue,231,2019,summer,Cyclopoid,Cyclopoida,121.3507613
A19012231004,Blue,231,2019,summer,Cladocera,Ceriodaphnia,128.5467929
A19012231004,Blue,231,2019,summer,Calanoid,Calanoida,129.9984274
P18012243,Blue,243,2018,summer,Cladocera,Alona,0
P18012243,Blue,243,2018,summer,Cladocera,Alonella,0
P18012243,Blue,243,2018,summer,Cladocera,Bosmina,80.23438608
P18012243,Blue,243,2018,summer,Cladocera,Camptocercus,0
P18012243,Blue,243,2018,summer,Cladocera,Ceriodaphnia,1156.634919
P18012243,Blue,243,2018,summer,Cladocera,Chydorus,237.3387869
P18012243,Blue,243,2018,summer,Cladocera,Daphnia,603.9493359
P18012243,Blue,243,2018,summer,Cladocera,Daphnia.lumholtzi,0
P18012243,Blue,243,2018,summer,Cladocera,Diaphanosoma,0
P18012243,Blue,243,2018,summer,Cladocera,Graptoleberis,0
P18012243,Blue,243,2018,summer,Cladocera,Leptodora,0
P18012243,Blue,243,2018,summer,Cladocera,Moina,0
P18012243,Blue,243,2018,summer,Cladocera,Pleuroxus,0
P18012243,Blue,243,2018,summer,Cladocera,Scapholeberis,0
P18012243,Blue,243,2018,summer,Cladocera,Simocephalus,0
P18012243,Blue,243,2018,summer,Calanoid,Calanoida,114.5138801
P18012243,Blue,243,2018,summer,Cyclopoid,Cyclopoida,456.8601236
P18012243,Blue,243,2018,summer,Nauplii,Nauplii,79.467792
P18012243,Blue,243,2018,summer,Rotifer,Anuraeopsis,0
P18012243,Blue,243,2018,summer,Rotifer,Ascomorpha,0
P18012243,Blue,243,2018,summer,Rotifer,Asplanchna,0
P18012243,Blue,243,2018,summer,Rotifer,Asplanchnopus,0
P18012243,Blue,243,2018,summer,Rotifer,Brachionus,0.805980859
P18012243,Blue,243,2018,summer,Rotifer,Conochilus,0.482939823
P18012243,Blue,243,2018,summer,Rotifer,Euchlanis,0
P18012243,Blue,243,2018,summer,Rotifer,Filinia,1.596827356
P18012243,Blue,243,2018,summer,Rotifer,Gastropus,0
P18012243,Blue,243,2018,summer,Rotifer,Hexarthra,0
P18012243,Blue,243,2018,summer,Rotifer,Kellicottia,0
P18012243,Blue,243,2018,summer,Rotifer,Keratella.cochlearis,3.105168411
P18012243,Blue,243,2018,summer,Rotifer,Keratella.quadrata,0
P18012243,Blue,243,2018,summer,Rotifer,Lecane,0
P18012243,Blue,243,2018,summer,Rotifer,Lepadella,0
P18012243,Blue,243,2018,summer,Rotifer,Macrochaetus,0
P18012243,Blue,243,2018,summer,Rotifer,Monostyla,0
P18012243,Blue,243,2018,summer,Rotifer,Mytilina,0
P18012243,Blue,243,2018,summer,Rotifer,Notholca,0
P18012243,Blue,243,2018,summer,Rotifer,Platyias,0
P18012243,Blue,243,2018,summer,Rotifer,Ploesoma,0
P18012243,Blue,243,2018,summer,Rotifer,Polyarthra,63.13583696
P18012243,Blue,243,2018,summer,Rotifer,Pompholyx,1.033803077
P18012243,Blue,243,2018,summer,Rotifer,Synchaeta,0
P18012243,Blue,243,2018,summer,Rotifer,Testudinella,0
P18012243,Blue,243,2018,summer,Rotifer,Trichocerca,20.21759152
P18012243,Blue,243,2018,summer,Rotifer,Trichotria,0
P20012258,Blue,258,2020,summer,Cladocera,Alona,0
P20012258,Blue,258,2020,summer,Cladocera,Alonella,2.362396565
P20012258,Blue,258,2020,summer,Cladocera,Bosmina,16.32999728
P20012258,Blue,258,2020,summer,Cladocera,Camptocercus,0
P20012258,Blue,258,2020,summer,Cladocera,Ceriodaphnia,105.7342897
P20012258,Blue,258,2020,summer,Cladocera,Chydorus,56.91134547
P20012258,Blue,258,2020,summer,Cladocera,Daphnia,0
P20012258,Blue,258,2020,summer,Cladocera,Daphnia.lumholtzi,0
P20012258,Blue,258,2020,summer,Cladocera,Diaphanosoma,0
P20012258,Blue,258,2020,summer,Cladocera,Graptoleberis,0
P20012258,Blue,258,2020,summer,Cladocera,Leptodora,0
P20012258,Blue,258,2020,summer,Cladocera,Moina,0
P20012258,Blue,258,2020,summer,Cladocera,Pleuroxus,0
P20012258,Blue,258,2020,summer,Cladocera,Scapholeberis,0
P20012258,Blue,258,2020,summer,Cladocera,Simocephalus,0
P20012258,Blue,258,2020,summer,Calanoid,Calanoida,32.31713758
P20012258,Blue,258,2020,summer,Cyclopoid,Cyclopoida,196.3119178
P20012258,Blue,258,2020,summer,Nauplii,Nauplii,24.89973855
P20012258,Blue,258,2020,summer,Rotifer,Anuraeopsis,0
P20012258,Blue,258,2020,summer,Rotifer,Ascomorpha,0
P20012258,Blue,258,2020,summer,Rotifer,Asplanchna,0
P20012258,Blue,258,2020,summer,Rotifer,Asplanchnopus,0
P20012258,Blue,258,2020,summer,Rotifer,Brachionus,0.464586256
P20012258,Blue,258,2020,summer,Rotifer,Conochilus,0
P20012258,Blue,258,2020,summer,Rotifer,Euchlanis,0
P20012258,Blue,258,2020,summer,Rotifer,Filinia,0
P20012258,Blue,258,2020,summer,Rotifer,Gastropus,0
P20012258,Blue,258,2020,summer,Rotifer,Hexarthra,0
P20012258,Blue,258,2020,summer,Rotifer,Kellicottia,0
P20012258,Blue,258,2020,summer,Rotifer,Keratella.cochlearis,0.316711712
P20012258,Blue,258,2020,summer,Rotifer,Keratella.quadrata,0
P20012258,Blue,258,2020,summer,Rotifer,Lecane,0
P20012258,Blue,258,2020,summer,Rotifer,Lepadella,0
P20012258,Blue,258,2020,summer,Rotifer,Macrochaetus,0
P20012258,Blue,258,2020,summer,Rotifer,Monostyla,0
P20012258,Blue,258,2020,summer,Rotifer,Mytilina,0
P20012258,Blue,258,2020,summer,Rotifer,Notholca,0
P20012258,Blue,258,2020,summer,Rotifer,Platyias,0
P20012258,Blue,258,2020,summer,Rotifer,Ploesoma,0
P20012258,Blue,258,2020,summer,Rotifer,Polyarthra,4.556446329
P20012258,Blue,258,2020,summer,Rotifer,Pompholyx,0
P20012258,Blue,258,2020,summer,Rotifer,Synchaeta,0
P20012258,Blue,258,2020,summer,Rotifer,Testudinella,0
P20012258,Blue,258,2020,summer,Rotifer,Trichocerca,0
P20012258,Blue,258,2020,summer,Rotifer,Trichotria,0
P18019135,Center,135,2018,spring,Cladocera,Alona,0
P18019135,Center,135,2018,spring,Cladocera,Alonella,0
P18019135,Center,135,2018,spring,Cladocera,Bosmina,5.857687693
P18019135,Center,135,2018,spring,Cladocera,Camptocercus,0
P18019135,Center,135,2018,spring,Cladocera,Ceriodaphnia,0
P18019135,Center,135,2018,spring,Cladocera,Chydorus,14.22138218
P18019135,Center,135,2018,spring,Cladocera,Daphnia,145.8876065
P18019135,Center,135,2018,spring,Cladocera,Daphnia.lumholtzi,0
P18019135,Center,135,2018,spring,Cladocera,Diaphanosoma,0
P18019135,Center,135,2018,spring,Cladocera,Graptoleberis,0
P18019135,Center,135,2018,spring,Cladocera,Leptodora,0
P18019135,Center,135,2018,spring,Cladocera,Moina,0
P18019135,Center,135,2018,spring,Cladocera,Pleuroxus,0
P18019135,Center,135,2018,spring,Cladocera,Scapholeberis,0
P18019135,Center,135,2018,spring,Cladocera,Simocephalus,179.7134933
P18019135,Center,135,2018,spring,Calanoid,Calanoida,376.8300071
P18019135,Center,135,2018,spring,Cyclopoid,Cyclopoida,441.4808034
P18019135,Center,135,2018,spring,Nauplii,Nauplii,38.28356591
P18019135,Center,135,2018,spring,Rotifer,Anuraeopsis,0
P18019135,Center,135,2018,spring,Rotifer,Ascomorpha,0
P18019135,Center,135,2018,spring,Rotifer,Asplanchna,0
P18019135,Center,135,2018,spring,Rotifer,Asplanchnopus,0
P18019135,Center,135,2018,spring,Rotifer,Brachionus,0
P18019135,Center,135,2018,spring,Rotifer,Conochilus,0
P18019135,Center,135,2018,spring,Rotifer,Euchlanis,0
P18019135,Center,135,2018,spring,Rotifer,Filinia,0
P18019135,Center,135,2018,spring,Rotifer,Gastropus,0
P18019135,Center,135,2018,spring,Rotifer,Hexarthra,0
P18019135,Center,135,2018,spring,Rotifer,Kellicottia,0
P18019135,Center,135,2018,spring,Rotifer,Keratella.cochlearis,0.657129281
P18019135,Center,135,2018,spring,Rotifer,Keratella.quadrata,0
P18019135,Center,135,2018,spring,Rotifer,Lecane,0
P18019135,Center,135,2018,spring,Rotifer,Lepadella,0
P18019135,Center,135,2018,spring,Rotifer,Macrochaetus,0
P18019135,Center,135,2018,spring,Rotifer,Monostyla,0
P18019135,Center,135,2018,spring,Rotifer,Mytilina,0
P18019135,Center,135,2018,spring,Rotifer,Notholca,0
P18019135,Center,135,2018,spring,Rotifer,Platyias,0
P18019135,Center,135,2018,spring,Rotifer,Ploesoma,0
P18019135,Center,135,2018,spring,Rotifer,Polyarthra,0
P18019135,Center,135,2018,spring,Rotifer,Pompholyx,0
P18019135,Center,135,2018,spring,Rotifer,Synchaeta,0
P18019135,Center,135,2018,spring,Rotifer,Testudinella,0
P18019135,Center,135,2018,spring,Rotifer,Trichocerca,0
P18019135,Center,135,2018,spring,Rotifer,Trichotria,0
A19019148007,Center,148,2019,spring,Rotifer,Keratella.cochlearis,0.001944715
A19019148007,Center,148,2019,spring,Rotifer,Polyarthra,0.160288241
A19019148007,Center,148,2019,spring,Nauplii,Nauplii,2.262691252
A19019148007,Center,148,2019,spring,Calanoid,Calanoida,11.02810511
A19019148007,Center,148,2019,spring,Cyclopoid,Cyclopoida,18.27997893
A19019148007,Center,148,2019,spring,Cladocera,Daphnia,62.29866372
P18019150,Center,150,2018,spring,Cladocera,Alona,0
P18019150,Center,150,2018,spring,Cladocera,Alonella,0
P18019150,Center,150,2018,spring,Cladocera,Bosmina,0
P18019150,Center,150,2018,spring,Cladocera,Camptocercus,0
P18019150,Center,150,2018,spring,Cladocera,Ceriodaphnia,0
P18019150,Center,150,2018,spring,Cladocera,Chydorus,6.853174187
P18019150,Center,150,2018,spring,Cladocera,Daphnia,594.8796669
P18019150,Center,150,2018,spring,Cladocera,Daphnia.lumholtzi,0
P18019150,Center,150,2018,spring,Cladocera,Diaphanosoma,0
P18019150,Center,150,2018,spring,Cladocera,Graptoleberis,0
P18019150,Center,150,2018,spring,Cladocera,Leptodora,0
P18019150,Center,150,2018,spring,Cladocera,Moina,0
P18019150,Center,150,2018,spring,Cladocera,Pleuroxus,0
P18019150,Center,150,2018,spring,Cladocera,Scapholeberis,0
P18019150,Center,150,2018,spring,Cladocera,Simocephalus,0
P18019150,Center,150,2018,spring,Calanoid,Calanoida,190.2939197
P18019150,Center,150,2018,spring,Cyclopoid,Cyclopoida,52.80156637
P18019150,Center,150,2018,spring,Nauplii,Nauplii,40.93581566
P18019150,Center,150,2018,spring,Rotifer,Anuraeopsis,0
P18019150,Center,150,2018,spring,Rotifer,Ascomorpha,0
P18019150,Center,150,2018,spring,Rotifer,Asplanchna,0
P18019150,Center,150,2018,spring,Rotifer,Asplanchnopus,0
P18019150,Center,150,2018,spring,Rotifer,Brachionus,0
P18019150,Center,150,2018,spring,Rotifer,Conochilus,0
P18019150,Center,150,2018,spring,Rotifer,Euchlanis,0
P18019150,Center,150,2018,spring,Rotifer,Filinia,0
P18019150,Center,150,2018,spring,Rotifer,Gastropus,0
P18019150,Center,150,2018,spring,Rotifer,Hexarthra,0
P18019150,Center,150,2018,spring,Rotifer,Kellicottia,0
P18019150,Center,150,2018,spring,Rotifer,Keratella.cochlearis,0.301387528
P18019150,Center,150,2018,spring,Rotifer,Keratella.quadrata,1.614593329
P18019150,Center,150,2018,spring,Rotifer,Lecane,0
P18019150,Center,150,2018,spring,Rotifer,Lepadella,0
P18019150,Center,150,2018,spring,Rotifer,Macrochaetus,0
P18019150,Center,150,2018,spring,Rotifer,Monostyla,0
P18019150,Center,150,2018,spring,Rotifer,Mytilina,0
P18019150,Center,150,2018,spring,Rotifer,Notholca,0
P18019150,Center,150,2018,spring,Rotifer,Platyias,0
P18019150,Center,150,2018,spring,Rotifer,Ploesoma,0
P18019150,Center,150,2018,spring,Rotifer,Polyarthra,0
P18019150,Center,150,2018,spring,Rotifer,Pompholyx,0
P18019150,Center,150,2018,spring,Rotifer,Synchaeta,0
P18019150,Center,150,2018,spring,Rotifer,Testudinella,0
P18019150,Center,150,2018,spring,Rotifer,Trichocerca,0
P18019150,Center,150,2018,spring,Rotifer,Trichotria,0
P20019150,Center,150,2020,spring,Cladocera,Alona,0
P20019150,Center,150,2020,spring,Cladocera,Alonella,0
P20019150,Center,150,2020,spring,Cladocera,Bosmina,10.67339608
P20019150,Center,150,2020,spring,Cladocera,Camptocercus,0
P20019150,Center,150,2020,spring,Cladocera,Ceriodaphnia,0
P20019150,Center,150,2020,spring,Cladocera,Chydorus,0
P20019150,Center,150,2020,spring,Cladocera,Daphnia,392.0951119
P20019150,Center,150,2020,spring,Cladocera,Daphnia.lumholtzi,0
P20019150,Center,150,2020,spring,Cladocera,Diaphanosoma,0
P20019150,Center,150,2020,spring,Cladocera,Graptoleberis,0
P20019150,Center,150,2020,spring,Cladocera,Leptodora,0
P20019150,Center,150,2020,spring,Cladocera,Moina,0
P20019150,Center,150,2020,spring,Cladocera,Pleuroxus,0
P20019150,Center,150,2020,spring,Cladocera,Scapholeberis,0
P20019150,Center,150,2020,spring,Cladocera,Simocephalus,0
P20019150,Center,150,2020,spring,Calanoid,Calanoida,0
P20019150,Center,150,2020,spring,Cyclopoid,Cyclopoida,169.9327717
P20019150,Center,150,2020,spring,Nauplii,Nauplii,14.63549933
P20019150,Center,150,2020,spring,Rotifer,Anuraeopsis,0
P20019150,Center,150,2020,spring,Rotifer,Ascomorpha,0
P20019150,Center,150,2020,spring,Rotifer,Asplanchna,0
P20019150,Center,150,2020,spring,Rotifer,Asplanchnopus,0
P20019150,Center,150,2020,spring,Rotifer,Brachionus,0
P20019150,Center,150,2020,spring,Rotifer,Conochilus,0
P20019150,Center,150,2020,spring,Rotifer,Euchlanis,0
P20019150,Center,150,2020,spring,Rotifer,Filinia,0
P20019150,Center,150,2020,spring,Rotifer,Gastropus,0
P20019150,Center,150,2020,spring,Rotifer,Hexarthra,0
P20019150,Center,150,2020,spring,Rotifer,Kellicottia,0
P20019150,Center,150,2020,spring,Rotifer,Keratella.cochlearis,3.371095754
P20019150,Center,150,2020,spring,Rotifer,Keratella.quadrata,0
P20019150,Center,150,2020,spring,Rotifer,Lecane,0
P20019150,Center,150,2020,spring,Rotifer,Lepadella,0
P20019150,Center,150,2020,spring,Rotifer,Macrochaetus,0
P20019150,Center,150,2020,spring,Rotifer,Monostyla,0
P20019150,Center,150,2020,spring,Rotifer,Mytilina,0
P20019150,Center,150,2020,spring,Rotifer,Notholca,0
P20019150,Center,150,2020,spring,Rotifer,Platyias,0
P20019150,Center,150,2020,spring,Rotifer,Ploesoma,0
P20019150,Center,150,2020,spring,Rotifer,Polyarthra,0
P20019150,Center,150,2020,spring,Rotifer,Pompholyx,0
P20019150,Center,150,2020,spring,Rotifer,Synchaeta,0
P20019150,Center,150,2020,spring,Rotifer,Testudinella,0
P20019150,Center,150,2020,spring,Rotifer,Trichocerca,0
P20019150,Center,150,2020,spring,Rotifer,Trichotria,0
A18019150001,Center,150,2018,spring,Cladocera,Bosmina,1.112155351
A18019150001,Center,150,2018,spring,Calanoid,Calanoida,120.2619141
A18019150001,Center,150,2018,spring,Cladocera,Chydorus,3.291688216
A18019150001,Center,150,2018,spring,Cyclopoid,Cyclopoida,2.207421944
A18019150001,Center,150,2018,spring,Cladocera,Daphnia,327.1434694
A18019150001,Center,150,2018,spring,Rotifer,Keratella.cochlearis,0.069723406
A18019150001,Center,150,2018,spring,Rotifer,Keratella.quadrata,0.658169097
A18019150001,Center,150,2018,spring,Nauplii,Nauplii,5.845549359
A18019150001,Center,150,2018,spring,Rotifer,Pompholyx,0.022046887
P19019155,Center,155,2019,spring,Cladocera,Alona,0
