year,lake,season,DENS_LOG,BINMID_LOG,remov
2019,Silver,spring,11.78946151,-26.4150375,1
2019,Silver,spring,12.68347082,-20.4150375,1
2019,Silver,spring,10.30883567,-18.4150375,1
2019,Silver,spring,10.30883567,-17.4150375,1
2019,Silver,spring,17.55786642,-16.4150375,1
2019,Silver,spring,15.83676723,-15.4150375,1
2019,Silver,summer,11.35017647,-22.4150375,1
2019,Silver,summer,14.15753139,-20.4150375,1
2019,Silver,summer,12.39827075,-19.4150375,1
2019,Silver,summer,14.9250511,-18.4150375,1
2019,Silver,summer,14.52010147,-17.4150375,1
2019,Silver,summer,17.09086625,-16.4150375,1
2019,Silver,summer,17.21857529,-15.4150375,1
2019,Silver,summer,14.39827075,-13.4150375,1
2020,Storm,spring,10.34200254,-25.4150375,0
2020,Storm,spring,13.44481334,-24.4150375,0
2020,Storm,spring,9.254129779,-23.4150375,0
2020,Storm,spring,12.34200254,-22.4150375,0
2020,Storm,spring,14.47315797,-20.4150375,0
2020,Storm,spring,14.46358314,-19.4150375,0
2020,Storm,spring,16.04728933,-16.4150375,0
2020,Storm,spring,11.22242092,-15.4150375,0
2020,Storm,spring,12.0614847,-14.4150375,0
2020,Storm,spring,13.32302486,-13.4150375,0
2020,Storm,summer,12.11138961,-26.4150375,0
2020,Storm,summer,15.25706706,-24.4150375,0
2020,Storm,summer,17.35779769,-22.4150375,0
2020,Storm,summer,15.67942171,-21.4150375,0
2020,Storm,summer,15.59810398,-20.4150375,0
2020,Storm,summer,14.74365782,-19.4150375,0
2020,Storm,summer,12.59681643,-18.4150375,0
2020,Storm,summer,12.93513897,-16.4150375,0
2020,South.Twin,spring,14.88538593,-25.4150375,0
2020,South.Twin,spring,17.46894161,-24.4150375,0
2020,South.Twin,spring,14.69635211,-22.4150375,0
2020,South.Twin,spring,19.03120638,-21.4150375,0
2020,South.Twin,spring,16.9693706,-20.4150375,0
2020,South.Twin,spring,16.69274085,-19.4150375,0
2020,South.Twin,spring,17.89274932,-18.4150375,0
2020,South.Twin,spring,17.32473689,-17.4150375,0
2020,South.Twin,spring,18.36651262,-16.4150375,0
2020,South.Twin,spring,16.02977584,-15.4150375,0
2020,South.Twin,spring,13.88538593,-14.4150375,0
2020,South.Twin,summer,11.05249592,-25.4150375,0
2020,South.Twin,summer,15.30042343,-20.4150375,0
2020,South.Twin,summer,16.93513897,-18.4150375,0
2020,South.Twin,summer,14.05249592,-17.4150375,0
2020,South.Twin,summer,12.63745842,-16.4150375,0
2020,South.Twin,summer,13.85985084,-15.4150375,0
2020,Center,spring,20.03477652,-24.4150375,0
2020,Center,spring,12.11138961,-23.4150375,0
2020,Center,spring,14.74675706,-22.4150375,0
2020,Center,spring,13.0574966,-21.4150375,0
2020,Center,spring,14.28131461,-20.4150375,0
2020,Center,spring,16.34200254,-19.4150375,0
2020,Center,spring,14.46753342,-18.4150375,0
2020,Center,spring,10.88257092,-17.4150375,0
2020,Center,spring,16.01185393,-16.4150375,0
2020,Center,spring,16.83020785,-15.4150375,0
2020,Center,spring,15.31302347,-14.4150375,0
2020,Center,summer,19.12037839,-25.4150375,0
2020,Center,summer,12.24889313,-23.4150375,0
2020,Center,summer,15.28131461,-22.4150375,0
2020,Center,summer,13.83385563,-21.4150375,0
2020,Center,summer,16.50370703,-20.4150375,0
2020,Center,summer,15.05624805,-19.4150375,0
2020,Center,summer,13.83385563,-18.4150375,0
2020,Center,summer,12.11138961,-17.4150375,0
2020,Center,summer,14.14701352,-16.4150375,0
2020,Center,summer,16.0182802,-15.4150375,0
2018,Five.Island,spring,17.42536098,-26.4150375,1
2018,Five.Island,spring,16.65859263,-25.4150375,1
2018,Five.Island,spring,11.89379817,-23.4150375,1
2018,Five.Island,spring,11.89379817,-22.4150375,1
2018,Five.Island,spring,14.81182933,-21.4150375,1
2018,Five.Island,spring,17.74830419,-20.4150375,1
2018,Five.Island,spring,17.60388376,-19.4150375,1
2018,Five.Island,spring,20.37723903,-17.4150375,1
2018,Five.Island,spring,18.87904441,-16.4150375,1
2018,Five.Island,spring,17.39011782,-15.4150375,1
2018,Five.Island,spring,15.47876067,-14.4150375,1
2018,Five.Island,summer,18.3581777,-26.4150375,1
2018,Five.Island,summer,17.25461974,-25.4150375,1
2018,Five.Island,summer,12.94326685,-24.4150375,1
2018,Five.Island,summer,14.52822935,-23.4150375,1
2018,Five.Island,summer,13.88538593,-22.4150375,1
2018,Five.Island,summer,13.00669223,-21.4150375,1
2018,Five.Island,summer,16.12037839,-20.4150375,1
2018,Five.Island,summer,17.79620834,-19.4150375,1
2018,Five.Island,summer,15.75293564,-17.4150375,1
2018,Five.Island,summer,15.91254826,-16.4150375,1
2018,Five.Island,summer,18.64650943,-15.4150375,1
2018,Five.Island,summer,15.48990123,-14.4150375,1
2018,North.Twin,spring,21.46440407,-26.4150375,0
2018,North.Twin,spring,10.76521397,-22.4150375,0
2018,North.Twin,spring,15.94461705,-20.4150375,0
2018,North.Twin,spring,16.63871021,-19.4150375,0
2018,North.Twin,spring,10.76521397,-18.4150375,0
2018,North.Twin,spring,17.29725615,-17.4150375,0
2018,North.Twin,spring,17.1549091,-16.4150375,0
2018,North.Twin,spring,14.70115309,-15.4150375,0
2018,North.Twin,summer,16.94022426,-26.4150375,0
2018,North.Twin,summer,12.37442401,-23.4150375,0
2018,North.Twin,summer,14.40417136,-22.4150375,0
2018,North.Twin,summer,15.69394561,-20.4150375,0
2018,North.Twin,summer,16.1697061,-18.4150375,0
2018,North.Twin,summer,18.3763013,-16.4150375,0
2018,North.Twin,summer,12.37442401,-14.4150375,0
2018,Silver,spring,13.47876067,-25.4150375,0
2018,Silver,spring,11.30042343,-22.4150375,0
2018,Silver,spring,11.59681643,-21.4150375,0
2018,Silver,spring,18.17230166,-20.4150375,0
2018,Silver,spring,13.08958524,-19.4150375,0
2018,Silver,spring,15.82728298,-18.4150375,0
2018,Silver,spring,11.75293564,-17.4150375,0
2018,Silver,spring,16.82618462,-16.4150375,0
2018,Silver,spring,18.39104661,-15.4150375,0
2018,Silver,summer,11.67698678,-25.4150375,0
2018,Silver,summer,11.67698678,-22.4150375,0
2018,Silver,summer,10.49728076,-21.4150375,0
2018,Silver,summer,15.20449901,-20.4150375,0
2018,Silver,summer,15.99891488,-19.4150375,0
2018,Silver,summer,12.67698678,-18.4150375,0
2018,Silver,summer,13.50279074,-17.4150375,0
2018,Silver,summer,15.71625167,-16.4150375,0
2018,Silver,summer,16.74675706,-15.4150375,0
2018,Silver,summer,16.10294924,-14.4150375,0
2018,Silver,summer,13.99891488,-13.4150375,0
2019,Storm,spring,11.13995876,-27.4150375,0
2019,Storm,spring,13.83385563,-26.4150375,0
2019,Storm,spring,13.51738197,-24.4150375,0
2019,Storm,spring,15.95034137,-21.4150375,0
2019,Storm,spring,17.92747727,-20.4150375,0
2019,Storm,spring,11.19545387,-19.4150375,0
2019,Storm,spring,14.00280879,-18.4150375,0
2019,Storm,spring,13.89379817,-17.4150375,0
2019,Storm,spring,13.09689004,-16.4150375,0
2019,Storm,spring,17.84447274,-15.4150375,0
2019,Storm,spring,12.13995876,-14.4150375,0
2019,Storm,spring,12.13995876,-13.4150375,0
2019,Storm,summer,15.28131461,-26.4150375,0
2019,Storm,summer,12.35017647,-24.4150375,0
2019,Storm,summer,13.35017647,-23.4150375,0
2019,Storm,summer,17.96488631,-22.4150375,0
2019,Storm,summer,16.54434901,-21.4150375,0
2019,Storm,summer,16.15753139,-20.4150375,0
2019,Storm,summer,16.20731403,-19.4150375,0
2019,Storm,summer,12.35017647,-18.4150375,0
2019,Storm,summer,11.95938651,-16.4150375,0
2019,Storm,summer,13.68670194,-15.4150375,0
2019,South.Twin,spring,20.90391964,-25.4150375,0
2019,South.Twin,spring,16.51828904,-21.4150375,0
2019,South.Twin,spring,20.86685585,-20.4150375,0
2019,South.Twin,spring,11.27488834,-19.4150375,0
2019,South.Twin,spring,16.44481334,-18.4150375,0
2019,South.Twin,spring,15.40417136,-17.4150375,0
2019,South.Twin,spring,16.64619827,-16.4150375,0
2019,South.Twin,spring,14.36235118,-15.4150375,0
2019,South.Twin,summer,17.70235085,-25.4150375,0
2019,South.Twin,summer,15.18177893,-22.4150375,0
2019,South.Twin,summer,18.09597896,-21.4150375,0
2019,South.Twin,summer,18.96961932,-20.4150375,0
2019,South.Twin,summer,17.8267339,-19.4150375,0
2019,South.Twin,summer,18.22158578,-17.4150375,0
2019,South.Twin,summer,17.65797544,-16.4150375,0
2019,South.Twin,summer,14.59681643,-15.4150375,0
2019,Center,spring,12.94326685,-24.4150375,1
2019,Center,spring,14.69635211,-23.4150375,1
2019,Center,spring,12.11138961,-20.4150375,1
2019,Center,spring,17.84609923,-19.4150375,1
2019,Center,spring,16.18006042,-17.4150375,1
2019,Center,spring,15.40269847,-16.4150375,1
2019,Center,spring,17.6032427,-15.4150375,1
2019,Center,spring,16.52822935,-14.4150375,1
2019,Center,summer,16.54434901,-26.4150375,1
2019,Center,summer,17.01346319,-25.4150375,1
2019,Center,summer,11.67698678,-24.4150375,1
2019,Center,summer,16.24478873,-23.4150375,1
2019,Center,summer,12.58647449,-22.4150375,1
2019,Center,summer,18.03477652,-20.4150375,1
2019,Center,summer,11.67698678,-19.4150375,1
2019,Center,summer,11.67698678,-18.4150375,1
2019,Center,summer,15.38191855,-17.4150375,1
2019,Center,summer,16.00475182,-16.4150375,1
2019,Center,summer,14.99891488,-15.4150375,1
2019,Center,summer,14.67698678,-14.4150375,1
2020,Five.Island,spring,18.71189725,-24.4150375,0
2020,Five.Island,spring,16.97433685,-21.4150375,0
2020,Five.Island,spring,17.50233238,-20.4150375,0
2020,Five.Island,spring,12.16797314,-18.4150375,0
2020,Five.Island,spring,15.72019885,-17.4150375,0
2020,Five.Island,spring,16.93411975,-16.4150375,0
2020,Five.Island,spring,18.13242509,-15.4150375,0
2020,Five.Island,spring,15.21572627,-14.4150375,0
2020,Five.Island,summer,18.86092387,-24.4150375,0
2020,Five.Island,summer,19.27569319,-23.4150375,0
2020,Five.Island,summer,19.218659,-22.4150375,0
2020,Five.Island,summer,16.22575663,-21.4150375,0
2020,Five.Island,summer,15.84039848,-20.4150375,0
2020,Five.Island,summer,16.85447366,-19.4150375,0
2020,Five.Island,summer,12.13995876,-18.4150375,0
2020,Five.Island,summer,17.16883988,-17.4150375,0
2020,Five.Island,summer,18.33171956,-16.4150375,0
2020,Five.Island,summer,18.12216945,-15.4150375,0
2020,Five.Island,summer,16.03738903,-14.4150375,0
2020,North.Twin,spring,12.22242092,-26.4150375,1
2020,North.Twin,spring,19.52111996,-24.4150375,1
2020,North.Twin,spring,12.75293564,-22.4150375,1
2020,North.Twin,spring,14.22242092,-21.4150375,1
2020,North.Twin,spring,14.75293564,-20.4150375,1
2020,North.Twin,spring,18.48920746,-19.4150375,1
2020,North.Twin,spring,15.68185254,-18.4150375,1
2020,North.Twin,spring,19.79564731,-17.4150375,1
2020,North.Twin,spring,17.49543941,-15.4150375,1
2020,North.Twin,spring,17.07486373,-14.4150375,1
2020,North.Twin,summer,13.57605787,-21.4150375,1
2020,North.Twin,summer,12.99109537,-20.4150375,1
2020,North.Twin,summer,20.95976217,-18.4150375,1
2020,North.Twin,summer,15.7984503,-17.4150375,1
2020,Silver,spring,13.75161388,-24.4150375,1
2020,Silver,spring,11.35424613,-23.4150375,1
2020,Silver,spring,11.6450716,-21.4150375,1
2020,Silver,spring,16.07677813,-19.4150375,1
2020,Silver,spring,9.970033758,-18.4150375,1
2020,Silver,spring,14.10467578,-17.4150375,1
2020,Silver,spring,15.30121417,-16.4150375,1
2020,Silver,spring,15.07785523,-15.4150375,1
2020,Silver,spring,14.50566855,-14.4150375,1
2020,Silver,spring,13.67047348,-13.4150375,1
2020,Silver,summer,18.33426039,-24.4150375,1
2020,Silver,summer,17.33094538,-22.4150375,1
2020,Silver,summer,17.13603856,-21.4150375,1
2020,Silver,summer,18.93717523,-20.4150375,1
2020,Silver,summer,13.3824168,-19.4150375,1
2020,Silver,summer,9.497280761,-18.4150375,1
2020,Silver,summer,17.45981427,-17.4150375,1
2020,Silver,summer,17.40907016,-16.4150375,1
2020,Silver,summer,16.96752163,-15.4150375,1
